date,region,Sales
2018-11-24,north,1689
2018-11-24,south,1605
2018-11-24,west,1518
2018-11-25,east,1704
2018-11-25,north,1665
2018-11-25,south,1671
2018-11-25,west,1731
2018-11-26,east,1659
2018-11-26,north,1653
2018-11-26,south,1542
2018-11-26,west,1650
2018-11-27,east,1725
2018-11-27,north,1773
2018-11-27,south,1647
2018-11-27,west,1644
2018-11-28,east,1719
2018-11-28,north,1767
2018-11-28,south,1728
2018-11-28,west,1677
2018-11-29,east,1689
2018-11-29,north,1686
2018-11-29,south,1527
2018-11-29,west,1686
2018-11-30,east,1755
2018-11-30,north,1641
2018-11-30,south,1665
2018-11-30,west,1551
2018-12-01,east,1536
2018-12-01,north,1665
2018-12-01,south,1527
2018-12-01,west,1656
2018-12-02,east,1602
2018-12-02,north,1563
2018-12-02,south,1554
2018-12-02,west,1737
2018-12-03,east,1572
2018-12-03,north,1506
2018-12-03,south,1755
2018-12-03,west,1608
2018-12-04,east,1788
2018-12-04,north,1722
2018-12-04,south,1788
2018-12-04,west,1587
2018-12-05,east,1731
2018-12-05,north,1677
2018-12-05,south,1725
2018-12-05,west,1518
2018-12-06,east,1662
2018-12-06,north,1737
2018-12-06,south,1797
2018-12-06,west,1662
2018-12-07,east,1653
2018-12-07,north,1716
2018-12-07,south,1596
2018-12-07,west,1635
2018-12-08,east,1755
2018-12-08,north,1782
2018-12-08,south,1773
2018-12-08,west,1719
2018-12-09,east,1665
2018-12-09,north,1737
2018-12-09,south,1548
2018-12-09,west,1659
2018-12-10,east,1509
2018-12-10,north,1659
2018-12-10,south,1575
2018-12-10,west,1767
2018-12-11,east,1575
2018-12-11,north,1509
2018-12-11,south,1527
2018-12-11,west,1620
2018-12-12,east,1773
2018-12-12,north,1623
2018-12-12,south,1623
2018-12-12,west,1743
2018-12-13,east,1713
2018-12-13,north,1719
2018-12-13,south,1782
2018-12-13,west,1593
2018-12-14,east,1569
2018-12-14,north,1716
2018-12-14,south,1686
2018-12-14,west,1704
2018-12-15,east,1587
2018-12-15,north,1554
2018-12-15,south,1545
2018-12-15,west,1800
2018-12-16,east,1800
2018-12-16,north,1635
2018-12-16,south,1620
2018-12-16,west,1641
2018-12-17,east,1626
2018-12-17,north,1635
2018-12-17,south,1527
2018-12-17,west,1716
2018-12-18,east,1605
2018-12-18,north,1755
2018-12-18,south,1755
2018-12-18,west,1779
2018-12-19,east,1797
2018-12-19,north,1566
2018-12-19,south,1566
2018-12-19,west,1770
2018-12-20,east,1767
2018-12-20,north,1731
2018-12-20,south,1551
2018-12-20,west,1626
2018-12-21,east,1542
2018-12-21,north,1659
2018-12-21,south,1710
2018-12-21,west,1569
2018-12-22,east,1668
2018-12-22,north,1776
2018-12-22,south,1578
2018-12-22,west,1527
2018-12-23,east,1710
2018-12-23,north,1770
2018-12-23,south,1623
2018-12-23,west,1731
2018-12-24,east,1719
2018-12-24,north,1740
2018-12-24,south,1632
2018-12-24,west,1500
2018-12-25,east,1623
2018-12-25,north,1512
2018-12-25,south,1605
2018-12-25,west,1533
2018-12-26,east,1545
2018-12-26,north,1683
2018-12-26,south,1734
2018-12-26,west,1587
2018-12-27,east,1632
2018-12-27,north,1578
2018-12-27,south,1650
2018-12-27,west,1713
2018-12-28,east,1764
2018-12-28,north,1650
2018-12-28,south,1794
2018-12-28,west,1797
2018-12-29,east,1695
2018-12-29,north,1626
2018-12-29,south,1794
2018-12-29,west,1740
2018-12-30,east,1599
2018-12-30,north,1758
2018-12-30,south,1785
2018-12-30,west,1689
2018-12-31,east,1590
2018-12-31,north,1527
2018-12-31,south,1710
2018-12-31,west,1653
2019-01-01,east,1755
2019-01-01,north,1518
2019-01-01,south,1632
2019-01-01,west,1551
2019-01-02,east,1692
2019-01-02,north,1767
2019-01-02,south,1605
2019-01-02,west,1794
2019-01-03,east,1575
2019-01-03,north,1695
2019-01-03,south,1737
2019-01-03,west,1509
2019-01-04,east,1590
2019-01-04,north,1590
2019-01-04,south,1500
2019-01-04,west,1638
2019-01-05,east,1725
2019-01-05,north,1761
2019-01-05,south,1590
2019-01-05,west,1551
2019-01-06,east,1794
2019-01-06,north,1644
2019-01-06,south,1779
2019-01-06,west,1638
2019-01-07,east,1692
2019-01-07,north,1644
2019-01-07,south,1647
2019-01-07,west,1623
2019-01-08,east,1731
2019-01-08,north,1722
2019-01-08,south,1551
2019-01-08,west,1701
2019-01-09,east,1764
2019-01-09,north,1500
2019-01-09,south,1764
2019-01-09,west,1635
2019-01-10,east,1512
2019-01-10,north,1767
2019-01-10,south,1551
2019-01-10,west,1686
2019-01-11,east,1608
2019-01-11,north,1662
2019-01-11,south,1512
2019-01-11,west,1611
2019-01-12,east,1707
2019-01-12,north,1566
2019-01-12,south,1773
2019-01-12,west,1752
2019-01-13,east,1536
2019-01-13,north,1551
2019-01-13,south,1503
2019-01-13,west,1728
2019-01-14,east,1698
2019-01-14,north,1692
2019-01-14,south,1521
2019-01-14,west,1791
2019-01-15,east,1617
2019-01-15,north,1605
2019-01-15,south,1761
2019-01-15,west,1503
2019-01-16,east,1506
2019-01-16,north,1548
2019-01-16,south,1734
2019-01-16,west,1533
2019-01-17,east,1509
2019-01-17,north,1590
2019-01-17,south,1707
2019-01-17,west,1653
2019-01-18,east,1635
2019-01-18,north,1572
2019-01-18,south,1563
2019-01-18,west,1734
2019-01-19,east,1689
2019-01-19,north,1587
2019-01-19,south,1506
2019-01-19,west,1701
2019-01-20,east,1722
2019-01-20,north,1707
2019-01-20,south,1557
2019-01-20,west,1629
2019-01-21,east,1614
2019-01-21,north,1611
2019-01-21,south,1515
2019-01-21,west,1593
2019-01-22,east,1794
2019-01-22,north,1719
2019-01-22,south,1506
2019-01-22,west,1731
2019-01-23,east,1563
2019-01-23,north,1662
2019-01-23,south,1728
2019-01-23,west,1662
2019-01-24,east,1557
2019-01-24,north,1647
2019-01-24,south,1638
2019-01-24,west,1518
2019-01-25,east,1707
2019-01-25,north,1560
2019-01-25,south,1656
2019-01-25,west,1767
2019-01-26,east,1653
2019-01-26,north,1671
2019-01-26,south,1686
2019-01-26,west,1647
2019-01-27,east,1533
2019-01-27,north,1524
2019-01-27,south,1503
2019-01-27,west,1785
2019-01-28,east,1560
2019-01-28,north,1731
2019-01-28,south,1782
2019-01-28,west,1782
2019-01-29,east,1605
2019-01-29,north,1500
2019-01-29,south,1728
2019-01-29,west,1614
2019-01-30,east,1797
2019-01-30,north,1782
2019-01-30,south,1638
2019-01-30,west,1641
2019-01-31,east,1599
2019-01-31,north,1650
2019-01-31,south,1536
2019-01-31,west,1740
2019-02-01,east,1662
2019-02-01,north,1749
2019-02-01,south,1581
2019-02-01,west,1509
2019-02-02,east,1746
2019-02-02,north,1596
2019-02-02,south,1638
2019-02-02,west,1611
2019-02-03,east,1734
2019-02-03,north,1602
2019-02-03,south,1722
2019-02-03,west,1749
2019-02-04,east,1560
2019-02-04,north,1548
2019-02-04,south,1647
2019-02-04,west,1542
2019-02-05,east,1674
2019-02-05,north,1617
2019-02-05,south,1659
2019-02-05,west,1524
2019-02-06,east,1563
2019-02-06,north,1551
2019-02-06,south,1722
2019-02-06,west,1692
2019-02-07,east,1662
2019-02-07,north,1734
2019-02-07,south,1584
2019-02-07,west,1545
2019-02-08,east,1719
2019-02-08,north,1662
2019-02-08,south,1614
2019-02-08,west,1788
2019-02-09,east,1605
2019-02-09,north,1779
2019-02-09,south,1665
2019-02-09,west,1641
2019-02-10,east,1560
2019-02-10,north,1725
2019-02-10,south,1611
2019-02-10,west,1575
2019-02-11,east,1536
2019-02-11,north,1563
2019-02-11,south,1773
2019-02-11,west,1551
2019-02-12,east,1752
2019-02-12,north,1572
2019-02-12,south,1608
2019-02-12,west,1734
2019-02-13,east,1500
2019-02-13,north,1686
2019-02-13,south,1782
2019-02-13,west,1731
2019-02-14,east,1560
2019-02-14,north,1725
2019-02-14,south,1578
2019-02-14,west,1644
2019-02-15,east,1695
2019-02-15,north,1566
2019-02-15,south,1584
2019-02-15,west,1734
2019-02-16,east,1674
2019-02-16,north,1794
2019-02-16,south,1731
2019-02-16,west,1599
2019-02-17,east,1722
2019-02-17,north,1512
2019-02-17,south,1653
2019-02-17,west,1641
2019-02-18,east,1728
2019-02-18,north,1695
2019-02-18,south,1749
2019-02-18,west,1764
2019-02-19,east,1596
2019-02-19,north,1716
2019-02-19,south,1599
2019-02-19,west,1644
2019-02-20,east,1566
2019-02-20,north,1740
2019-02-20,south,1641
2019-02-20,west,1656
2019-02-21,east,1731
2019-02-21,north,1599
2019-02-21,south,1725
2019-02-21,west,1719
2019-02-22,east,1725
2019-02-22,north,1770
2019-02-22,south,1794
2019-02-22,west,1713
2019-02-23,east,1518
2019-02-23,north,1599
2019-02-23,south,1743
2019-02-23,west,1614
2019-02-24,east,1653
2019-02-24,north,1692
2019-02-24,south,1755
2019-02-24,west,1524
2019-02-25,east,1713
2019-02-25,north,1635
2019-02-25,south,1734
2019-02-25,west,1578
2019-02-26,east,1506
2019-02-26,north,1566
2019-02-26,south,1653
2019-02-26,west,1656
2019-02-27,east,1734
2019-02-27,north,1593
2019-02-27,south,1545
2019-02-27,west,1635
2019-02-28,east,1731
2019-02-28,north,1710
2019-02-28,south,1569
2019-02-28,west,1599
2019-03-01,east,1638
2019-03-01,north,1593
2019-03-01,south,1707
2019-03-01,west,1539
2019-03-02,east,1608
2019-03-02,north,1782
2019-03-02,south,1794
2019-03-02,west,1689
2019-03-03,east,1593
2019-03-03,north,1698
2019-03-03,south,1518
2019-03-03,west,1611
2019-03-04,east,1518
2019-03-04,north,1587
2019-03-04,south,1686
2019-03-04,west,1632
2019-03-05,east,1743
2019-03-05,north,1566
2019-03-05,south,1569
2019-03-05,west,1557
2019-03-06,east,1674
2019-03-06,north,1746
2019-03-06,south,1662
2019-03-06,west,1608
2019-03-07,east,1560
2019-03-07,north,1551
2019-03-07,south,1581
2019-03-07,west,1674
2019-03-08,east,1617
2019-03-08,north,1521
2019-03-08,south,1782
2019-03-08,west,1797
2019-03-09,east,1656
2019-03-09,north,1533
2019-03-09,south,1749
2019-03-09,west,1644
2019-03-10,east,1650
2019-03-10,north,1545
2019-03-10,south,1776
2019-03-10,west,1737
2019-03-11,east,1689
2019-03-11,north,1659
2019-03-11,south,1722
2019-03-11,west,1692
2019-03-12,east,1626
2019-03-12,north,1518
2019-03-12,south,1581
2019-03-12,west,1668
2019-03-13,east,1542
2019-03-13,north,1524
2019-03-13,south,1797
2019-03-13,west,1653
2019-03-14,east,1692
2019-03-14,north,1677
2019-03-14,south,1524
2019-03-14,west,1704
2019-03-15,east,1563
2019-03-15,north,1647
2019-03-15,south,1671
2019-03-15,west,1650
2019-03-16,east,1728
2019-03-16,north,1563
2019-03-16,south,1680
2019-03-16,west,1680
2019-03-17,east,1545
2019-03-17,north,1683
2019-03-17,south,1638
2019-03-17,west,1671
2019-03-18,east,1764
2019-03-18,north,1701
2019-03-18,south,1515
2019-03-18,west,1668
2019-03-19,east,1635
2019-03-19,north,1677
2019-03-19,south,1752
2019-03-19,west,1605
2019-03-20,east,1608
2019-03-20,north,1635
2019-03-20,south,1596
2019-03-20,west,1779
2019-03-21,east,1791
2019-03-21,north,1776
2019-03-21,south,1635
2019-03-21,west,1779
2019-03-22,east,1767
2019-03-22,north,1746
2019-03-22,south,1545
2019-03-22,west,1731
2019-03-23,east,1686
2019-03-23,north,1734
2019-03-23,south,1509
2019-03-23,west,1797
2019-03-24,east,1797
2019-03-24,north,1566
2019-03-24,south,1557
2019-03-24,west,1755
2019-03-25,east,1554
2019-03-25,north,1650
2019-03-25,south,1500
2019-03-25,west,1734
2019-03-26,east,1797
2019-03-26,north,1701
2019-03-26,south,1782
2019-03-26,west,1557
2019-03-27,east,1608
2019-03-27,north,1668
2019-03-27,south,1575
2019-03-27,west,1527
2019-03-28,east,1767
2019-03-28,north,1518
2019-03-28,south,1509
2019-03-28,west,1557
2019-03-29,east,1656
2019-03-29,north,1605
2019-03-29,south,1686
2019-03-29,west,1653
2019-03-30,east,1557
2019-03-30,north,1722
2019-03-30,south,1593
2019-03-30,west,1710
2019-03-31,east,1653
2019-03-31,north,1785
2019-03-31,south,1710
2019-03-31,west,1572
2019-04-01,east,1569
2019-04-01,north,1512
2019-04-01,south,1794
2019-04-01,west,1608
2019-04-02,east,1785
2019-04-02,north,1623
2019-04-02,south,1791
2019-04-02,west,1629
2019-04-03,east,1695
2019-04-03,north,1539
2019-04-03,south,1626
2019-04-03,west,1518
2019-04-04,east,1662
2019-04-04,north,1530
2019-04-04,south,1683
2019-04-04,west,1632
2019-04-05,east,1662
2019-04-05,north,1614
2019-04-05,south,1605
2019-04-05,west,1713
2019-04-06,east,1716
2019-04-06,north,1749
2019-04-06,south,1713
2019-04-06,west,1557
2019-04-07,east,1518
2019-04-07,north,1605
2019-04-07,south,1635
2019-04-07,west,1632
2019-04-08,east,1743
2019-04-08,north,1713
2019-04-08,south,1779
2019-04-08,west,1575
2019-04-09,east,1755
2019-04-09,north,1728
2019-04-09,south,1719
2019-04-09,west,1617
2019-04-10,east,1509
2019-04-10,north,1542
2019-04-10,south,1626
2019-04-10,west,1638
2019-04-11,east,1569
2019-04-11,north,1581
2019-04-11,south,1680
2019-04-11,west,1635
2019-04-12,east,1593
2019-04-12,north,1539
2019-04-12,south,1587
2019-04-12,west,1581
2019-04-13,east,1644
2019-04-13,north,1515
2019-04-13,south,1611
2019-04-13,west,1794
2019-04-14,east,1722
2019-04-14,north,1500
2019-04-14,south,1737
2019-04-14,west,1764
2019-04-15,east,1524
2019-04-15,north,1530
2019-04-15,south,1602
2019-04-15,west,1770
2019-04-16,east,1584
2019-04-16,north,1596
2019-04-16,south,1668
2019-04-16,west,1713
2019-04-17,east,1647
2019-04-17,north,1569
2019-04-17,south,1686
2019-04-17,west,1509
2019-04-18,east,1557
2019-04-18,north,1590
2019-04-18,south,1650
2019-04-18,west,1575
2019-04-19,east,1524
2019-04-19,north,1773
2019-04-19,south,1629
2019-04-19,west,1512
2019-04-20,east,1584
2019-04-20,north,1521
2019-04-20,south,1653
2019-04-20,west,1713
2019-04-21,east,1545
2019-04-21,north,1683
2019-04-21,south,1749
2019-04-21,west,1629
2019-04-22,east,1671
2019-04-22,north,1533
2019-04-22,south,1587
2019-04-22,west,1650
2019-04-23,east,1728
2019-04-23,north,1668
2019-04-23,south,1674
2019-04-23,west,1518
2019-04-24,east,1746
2019-04-24,north,1554
2019-04-24,south,1719
2019-04-24,west,1665
2019-04-25,east,1725
2019-04-25,north,1503
2019-04-25,south,1692
2019-04-25,west,1764
2019-04-26,east,1764
2019-04-26,north,1710
2019-04-26,south,1635
2019-04-26,west,1758
2019-04-27,east,1740
2019-04-27,north,1740
2019-04-27,south,1776
2019-04-27,west,1620
2019-04-28,east,1578
2019-04-28,north,1566
2019-04-28,south,1704
2019-04-28,west,1503
2019-04-29,east,1752
2019-04-29,north,1602
2019-04-29,south,1791
2019-04-29,west,1800
2019-04-30,east,1500
2019-04-30,north,1719
2019-04-30,south,1767
2019-04-30,west,1623
2019-05-01,east,1731
2019-05-01,north,1665
2019-05-01,south,1800
2019-05-01,west,1542
2019-05-02,east,1797
2019-05-02,north,1575
2019-05-02,south,1548
2019-05-02,west,1521
2019-05-03,east,1605
2019-05-03,north,1560
2019-05-03,south,1521
2019-05-03,west,1740
2019-05-04,east,1629
2019-05-04,north,1617
2019-05-04,south,1743
2019-05-04,west,1749
2019-05-05,east,1530
2019-05-05,north,1512
2019-05-05,south,1746
2019-05-05,west,1611
2019-05-06,east,1557
2019-05-06,north,1569
2019-05-06,south,1689
2019-05-06,west,1560
2019-05-07,east,1620
2019-05-07,north,1650
2019-05-07,south,1695
2019-05-07,west,1644
2019-05-08,east,1785
2019-05-08,north,1800
2019-05-08,south,1515
2019-05-08,west,1650
2019-05-09,east,1665
2019-05-09,north,1797
2019-05-09,south,1641
2019-05-09,west,1767
2019-05-10,east,1725
2019-05-10,north,1500
2019-05-10,south,1788
2019-05-10,west,1557
2019-05-11,east,1650
2019-05-11,north,1503
2019-05-11,south,1518
2019-05-11,west,1614
2019-05-12,east,1761
2019-05-12,north,1743
2019-05-12,south,1524
2019-05-12,west,1743
2019-05-13,east,1560
2019-05-13,north,1563
2019-05-13,south,1716
2019-05-13,west,1614
2019-05-14,east,1635
2019-05-14,north,1617
2019-05-14,south,1761
2019-05-14,west,1614
2019-05-15,east,1755
2019-05-15,north,1509
2019-05-15,south,1650
2019-05-15,west,1569
2019-05-16,east,1662
2019-05-16,north,1605
2019-05-16,south,1695
2019-05-16,west,1605
2019-05-17,east,1620
2019-05-17,north,1731
2019-05-17,south,1590
2019-05-17,west,1752
2019-05-18,east,1608
2019-05-18,north,1533
2019-05-18,south,1737
2019-05-18,west,1662
2019-05-19,east,1686
2019-05-19,north,1797
2019-05-19,south,1728
2019-05-19,west,1650
2019-05-20,east,1785
2019-05-20,north,1695
2019-05-20,south,1752
2019-05-20,west,1668
2019-05-21,east,1794
2019-05-21,north,1515
2019-05-21,south,1683
2019-05-21,west,1533
2019-05-22,east,1761
2019-05-22,north,1599
2019-05-22,south,1761
2019-05-22,west,1722
2019-05-23,east,1641
2019-05-23,north,1626
2019-05-23,south,1668
2019-05-23,west,1740
2019-05-24,east,1653
2019-05-24,north,1650
2019-05-24,south,1623
2019-05-24,west,1773
2019-05-25,east,1677
2019-05-25,north,1788
2019-05-25,south,1581
2019-05-25,west,1569
2019-05-26,east,1638
2019-05-26,north,1791
2019-05-26,south,1617
2019-05-26,west,1542
2019-05-27,east,1680
2019-05-27,north,1590
2019-05-27,south,1704
2019-05-27,west,1527
2019-05-28,east,1560
2019-05-28,north,1635
2019-05-28,south,1755
2019-05-28,west,1533
2019-05-29,east,1581
2019-05-29,north,1599
2019-05-29,south,1677
2019-05-29,west,1680
2019-05-30,east,1716
2019-05-30,north,1692
2019-05-30,south,1644
2019-05-30,west,1761
2019-05-31,east,1677
2019-05-31,north,1716
2019-05-31,south,1764
2019-05-31,west,1605
2019-06-01,east,1548
2019-06-01,north,1680
2019-06-01,south,1695
2019-06-01,west,1689
2019-06-02,east,1557
2019-06-02,north,1755
2019-06-02,south,1707
2019-06-02,west,1644
2019-06-03,east,1581
2019-06-03,north,1719
2019-06-03,south,1680
2019-06-03,west,1749
2019-06-04,east,1602
2019-06-04,north,1602
2019-06-04,south,1704
2019-06-04,west,1554
2019-06-05,east,1647
2019-06-05,north,1632
2019-06-05,south,1560
2019-06-05,west,1560
2019-06-06,east,1614
2019-06-06,north,1662
2019-06-06,south,1545
2019-06-06,west,1746
2019-06-07,east,1503
2019-06-07,north,1713
2019-06-07,south,1668
2019-06-07,west,1758
2019-06-08,east,1710
2019-06-08,north,1656
2019-06-08,south,1560
2019-06-08,west,1677
2019-06-09,east,1782
2019-06-09,north,1782
2019-06-09,south,1665
2019-06-09,west,1797
2019-06-10,east,1623
2019-06-10,north,1698
2019-06-10,south,1689
2019-06-10,west,1767
2019-06-11,east,11520
2019-06-11,north,11637
2019-06-11,south,11511
2019-06-11,west,11373
2019-06-12,east,11778
2019-06-12,north,11436
2019-06-12,south,11454
2019-06-12,west,11340
2019-06-13,east,11634
2019-06-13,north,11508
2019-06-13,south,11442
2019-06-13,west,11730
2019-06-14,east,11661
2019-06-14,north,11322
2019-06-14,south,11148
2019-06-14,west,11253
2019-06-15,east,11496
2019-06-15,north,11472
2019-06-15,south,11412
2019-06-15,west,11319
2019-06-16,east,11661
2019-06-16,north,11697
2019-06-16,south,11319
2019-06-16,west,11190
2019-06-17,east,11562
2019-06-17,north,11607
2019-06-17,south,11295
2019-06-17,west,11259
2019-06-18,east,11496
2019-06-18,north,11838
2019-06-18,south,11439
2019-06-18,west,11622
2019-06-19,east,11430
2019-06-19,north,11739
2019-06-19,south,11568
2019-06-19,west,11661
2019-06-20,east,11595
2019-06-20,north,11766
2019-06-20,south,11502
2019-06-20,west,11988
2019-06-21,east,11766
2019-06-21,north,11709
2019-06-21,south,11391
2019-06-21,west,11346
2019-06-22,east,11202
2019-06-22,north,11178
2019-06-22,south,11433
2019-06-22,west,11466
2019-06-23,east,11682
2019-06-23,north,11532
2019-06-23,south,11247
2019-06-23,west,11220
2019-06-24,east,11292
2019-06-24,north,11664
2019-06-24,south,11292
2019-06-24,west,11667
2019-06-25,east,11304
2019-06-25,north,11298
2019-06-25,south,11823
2019-06-25,west,11724
2019-06-26,east,11793
2019-06-26,north,11505
2019-06-26,south,11646
2019-06-26,west,11391
2019-06-27,east,11571
2019-06-27,north,11661
2019-06-27,south,11301
2019-06-27,west,11439
2019-06-28,east,11730
2019-06-28,north,11352
2019-06-28,south,11934
2019-06-28,west,11895
2019-06-29,east,11574
2019-06-29,north,11658
2019-06-29,south,11280
2019-06-29,west,11454
2019-06-30,east,11655
2019-06-30,north,12087
2019-06-30,south,11463
2019-06-30,west,12000
2019-07-01,east,11355
2019-07-01,north,11370
2019-07-01,south,11781
2019-07-01,west,11739
2019-07-02,east,11376
2019-07-02,north,11697
2019-07-02,south,11226
2019-07-02,west,11727
2019-07-03,east,11709
2019-07-03,north,11391
2019-07-03,south,11415
2019-07-03,west,11568
2019-07-04,east,11559
2019-07-04,north,11310
2019-07-04,south,11787
2019-07-04,west,11373
2019-07-05,east,11187
2019-07-05,north,11676
2019-07-05,south,11688
2019-07-05,west,11808
2019-07-06,east,11538
2019-07-06,north,11949
2019-07-06,south,11184
2019-07-06,west,11346
2019-07-07,east,11814
2019-07-07,north,11076
2019-07-07,south,11727
2019-07-07,west,11385
2019-07-08,east,12225
2019-07-08,north,11139
2019-07-08,south,11427
2019-07-08,west,11778
2019-07-09,east,11640
2019-07-09,north,11385
2019-07-09,south,11625
2019-07-09,west,11484
2019-07-10,east,11559
2019-07-10,north,11865
2019-07-10,south,11496
2019-07-10,west,11868
2019-07-11,east,11988
2019-07-11,north,11532
2019-07-11,south,11817
2019-07-11,west,11475
2019-07-12,east,11763
2019-07-12,north,11511
2019-07-12,south,11274
2019-07-12,west,11739
2019-07-13,east,11802
2019-07-13,north,11637
2019-07-13,south,12147
2019-07-13,west,11646
2019-07-14,east,11442
2019-07-14,north,11832
2019-07-14,south,11685
2019-07-14,west,12003
2019-07-15,east,11508
2019-07-15,north,11535
2019-07-15,south,11298
2019-07-15,west,11400
2019-07-16,east,11028
2019-07-16,north,11232
2019-07-16,south,11316
2019-07-16,west,11832
2019-07-17,east,11799
2019-07-17,north,11241
2019-07-17,south,11640
2019-07-17,west,11223
2019-07-18,east,11520
2019-07-18,north,11424
2019-07-18,south,11406
2019-07-18,west,11658
2019-07-19,east,11667
2019-07-19,north,11517
2019-07-19,south,11598
2019-07-19,west,12114
2019-07-20,east,11886
2019-07-20,north,11742
2019-07-20,south,11619
2019-07-20,west,11391
2019-07-21,east,11601
2019-07-21,north,11421
2019-07-21,south,11325
2019-07-21,west,11580
2019-07-22,east,11361
2019-07-22,north,11469
2019-07-22,south,11901
2019-07-22,west,11838
2019-07-23,east,11544
2019-07-23,north,11742
2019-07-23,south,11460
2019-07-23,west,11139
2019-07-24,east,11415
2019-07-24,north,11127
2019-07-24,south,11958
2019-07-24,west,11835
2019-07-25,east,11151
2019-07-25,north,11178
2019-07-25,south,11247
2019-07-25,west,12060
2019-07-26,east,10983
2019-07-26,north,11448
2019-07-26,south,11472
2019-07-26,west,11487
2019-07-27,east,11223
2019-07-27,north,11877
2019-07-27,south,11583
2019-07-27,west,11406
2019-07-28,east,11418
2019-07-28,north,10932
2019-07-28,south,11772
2019-07-28,west,11928
2019-07-29,east,11784
2019-07-29,north,11643
2019-07-29,south,11547
2019-07-29,west,11631
2019-07-30,east,11478
2019-07-30,north,11841
2019-07-30,south,11235
2019-07-30,west,11619
2019-07-31,east,11790
2019-07-31,north,11502
2019-07-31,south,11610
2019-07-31,west,11346
2019-08-01,east,11505
2019-08-01,north,11346
2019-08-01,south,11334
2019-08-01,west,11556
2019-08-02,east,12069
2019-08-02,north,12033
2019-08-02,south,11616
2019-08-02,west,11556
2019-08-03,east,11775
2019-08-03,north,11505
2019-08-03,south,11844
2019-08-03,west,11940
2019-08-04,east,11223
2019-08-04,north,11664
2019-08-04,south,11487
2019-08-04,west,11505
2019-08-05,east,11373
2019-08-05,north,11442
2019-08-05,south,11433
2019-08-05,west,11715
2019-08-06,east,11844
2019-08-06,north,11418
2019-08-06,south,11823
2019-08-06,west,11802
2019-08-07,east,11322
2019-08-07,north,11514
2019-08-07,south,11466
2019-08-07,west,11457
2019-08-08,east,11139
2019-08-08,north,11550
2019-08-08,south,11598
2019-08-08,west,11808
2019-08-09,east,11772
2019-08-09,north,11913
2019-08-09,south,11835
2019-08-09,west,11721
2019-08-10,east,11610
2019-08-10,north,11796
2019-08-10,south,11538
2019-08-10,west,11430
2019-08-11,east,11433
2019-08-11,north,11667
2019-08-11,south,11814
2019-08-11,west,11799
2019-08-12,east,11283
2019-08-12,north,11478
2019-08-12,south,11385
2019-08-12,west,11691
2019-08-13,east,11421
2019-08-13,north,11622
2019-08-13,south,11709
2019-08-13,west,11265
2019-08-14,east,11766
2019-08-14,north,11940
2019-08-14,south,11505
2019-08-14,west,11823
2019-08-15,east,11460
2019-08-15,north,11430
2019-08-15,south,11223
2019-08-15,west,11250
2019-08-16,east,11784
2019-08-16,north,11514
2019-08-16,south,11178
2019-08-16,west,11451
2019-08-17,east,11376
2019-08-17,north,11520
2019-08-17,south,11295
2019-08-17,west,11442
2019-08-18,east,11697
2019-08-18,north,11643
2019-08-18,south,11349
2019-08-18,west,11694
2019-08-19,east,11556
2019-08-19,north,11868
2019-08-19,south,11799
2019-08-19,west,11517
2019-08-20,east,11847
2019-08-20,north,11211
2019-08-20,south,11415
2019-08-20,west,11922
2019-08-21,east,11781
2019-08-21,north,11559
2019-08-21,south,11586
2019-08-21,west,11127
2019-08-22,east,11337
2019-08-22,north,11106
2019-08-22,south,11559
2019-08-22,west,11535
2019-08-23,east,11145
2019-08-23,north,11538
2019-08-23,south,11580
2019-08-23,west,11463
2019-08-24,east,11421
2019-08-24,north,11184
2019-08-24,south,11589
2019-08-24,west,11364
2019-08-25,east,11652
2019-08-25,north,11502
2019-08-25,south,11094
2019-08-25,west,11406
2019-08-26,east,11697
2019-08-26,north,11451
2019-08-26,south,11532
2019-08-26,west,11007
2019-08-27,east,11742
2019-08-27,north,11445
2019-08-27,south,11373
2019-08-27,west,11418
2019-08-28,east,11370
2019-08-28,north,11706
2019-08-28,south,11454
2019-08-28,west,11613
2019-08-29,east,11625
2019-08-29,north,11754
2019-08-29,south,11904
2019-08-29,west,11550
2019-08-30,east,11409
2019-08-30,north,11850
2019-08-30,south,11475
2019-08-30,west,11739
2019-08-31,east,11376
2019-08-31,north,11793
2019-08-31,south,11904
2019-08-31,west,11580
2019-09-01,east,11271
2019-09-01,north,11430
2019-09-01,south,11418
2019-09-01,west,11499
2019-09-02,east,11475
2019-09-02,north,12063
2019-09-02,south,11682
2019-09-02,west,11265
2019-09-03,east,11394
2019-09-03,north,11961
2019-09-03,south,11436
2019-09-03,west,11166
2019-09-04,east,11118
2019-09-04,north,11607
2019-09-04,south,11613
2019-09-04,west,11556
2019-09-05,east,11499
2019-09-05,north,11478
2019-09-05,south,11643
2019-09-05,west,11328
2019-09-06,east,11811
2019-09-06,north,11007
2019-09-06,south,11670
2019-09-06,west,11556
2019-09-07,east,11274
2019-09-07,north,11529
2019-09-07,south,11715
2019-09-07,west,11097
2019-09-08,east,11766
2019-09-08,north,11421
2019-09-08,south,11574
2019-09-08,west,11406
2019-09-09,east,11541
2019-09-09,north,11841
2019-09-09,south,11394
2019-09-09,west,11508
2019-09-10,east,11754
2019-09-10,north,11805
2019-09-10,south,11643
2019-09-10,west,11715
2019-09-11,east,11991
2019-09-11,north,11280
2019-09-11,south,11724
